,Class,Text,length
3148,0,sorri meet call later,38
3149,0,yo howz u girl never rang india l,43
3150,0,yeah wor,29
3151,1,hard live chat p min choo girl connect live call cheap chat uk biggest live servic vu bcm wc n xx,145
3152,0,tag friend seem count friend,61
3153,1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx,160
3154,0,ok,5
3155,0,long time rememb today,33
3156,0,havent shop lor juz arriv onli,41
3157,0,thank u better work cau feel use otherwi,60
3158,0,challeng know,44
3159,0,much ur hdd case cost,32
3160,0,mysteri solv open email sent anoth batch sweeti,87
3161,0,describ lucki actual awak noon,66
3162,1,thi nd time tri contact u u prize claim call b cs stop sm ppm,151
3163,0,today sorri day ever wa angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good,148
3164,0,cheer card time year alreadi,56
3165,1,hot live fantasi call p per min ntt ltd po box croydon cr wb k,101
3166,0,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,148
3167,0,ugh hope asu ppl dont randomli reformat,55
3168,0,seen facebook huh lol,35
3169,0,mah b pick tomorrow,31
3170,0,still otsid le u come morrow maga,38
3171,0,u still plumber tape wrench could borrow,59
3172,1,dear voucher holder claim thi week offer pc plea go http www e tlp co uk reward ts cs appli,114
3173,0,vl bcum difficult,27
3174,1,ur go bahama callfreefon speak live oper claim either bahama crui cash onli opt txt x,158
3175,0,havent still waitin usual come back sch oredi,55
3176,0,meet da call,30
3177,0,k k watch film,33
3178,0,doe cinema plu drink appeal tomo fr thriller director like mac,92
3179,0,size eleph tablet u shove um ur ass,59
3180,0,mani peopl seem special first sight onli veri remain special till last sight maintain till life end take cr da,160
3181,0,parent kidz friend n colleagu scream surpri wa wait sofa nake,130
3182,0,dunno juz askin co got card got salon call hair sen tot da one cut ur hair,112
3183,0,good morn pooki pie lol hope wake u,52
3184,0,mayb woke befor fuck thi problem,65
3185,0,happi birthday dear lot love rakhesh nri,59
3186,0,howz person stori,23
3187,1,thi nd time tri contact u u pound prize claim easi call onli p per min bt nation rate,153
3188,0,x lt gt go get,41
3189,0,hi neva worri bout da truth coz truth lead ur heart least uniqu person like u deserv sleep tight morn,137
3190,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,146
3191,0,ur paper today e morn aft,35
3192,0,lick everi drop readi use mouth well,69
3193,0,expect whenev text hope goe well tomo,68
3194,0,great p diddi neighbor come toothpast everi morn,68
3195,0,av new number wil u onli use thi one ta,49
3196,0,poke man everyday teach canada abi say hi,96
3197,0,lor chang suntec wat time u come,46
3198,0,de see onlin shop ask,47
3199,0,curiou becau cuz ask wa,50
3200,0,nice nice work,28
3201,0,okay lor wah like def wont let us go haha say term condit,110
3202,0,haha yup hope lose kg mon hip hop go orchard weigh,97
3203,0,good r u work,46
3204,0,oh ye littl weather kind coccoon home,90
3205,0,home also,13
3206,0,thi phone ha weirdest auto correct,41
3207,0,oop phone die even know yeah like better,65
3208,0,havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap,134
3209,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,145
3210,0,oh yeah hav great time newquay send postcard look girl im gone u know im talkin bout xx,131
3211,0,got divorc lol,33
3212,0,ur pin,14
3213,0,babe got enough money pick bread milk give back get home,105
3214,0,want snow freez windi,42
3215,1,urgent tri contact u today draw show prize guarant call land line claim valid hr onli,158
3216,0,come mahal bu stop lt decim gt,40
3217,0,know thi week go tirunelvai da,47
3218,0,babi promi treat well bet take good care,80
3219,0,like hotel dusk game think solv puzzl area thing,72
3220,1,thank rington order refer number x mobil charg tone arriv plea call custom servic,157
3221,0,hi love goe day fuck thi morn woke drop cell way stair seem alright phew miss,150
3222,0,well must pain catch,33
3223,0,sorri da thangam mistak,33
3224,0,need coz never go befor,32
3225,0,rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,281
3226,0,wife knew time murder exactli,44
3227,1,six chanc win cash pound txt csh send cost p day day tsandc appli repli hl info,136
3228,1,ur cash balanc current pound maxim ur cash send collect onli p msg cc po box tcr w,142
3229,0,feel like dick becau keep sleep text facebook messag sup town,102
3230,0,plm come da way,34
3231,0,guess want alon time could show watch,73
3232,0,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,149
3233,0,yup comin,20
3234,0,ye princess toledo,22
3235,0,aight text back mu swing need somebodi get door,92
3236,0,ron say fri leh n said ding tai feng cant make reserv said wait lor,86
3237,0,good swimsuit allow,28
3238,0,okay soon best,40
3239,0,cute thought friendship necessari share everi secret ur close frnd,90
3240,0,ok sent u da latest version da project,47
3241,0,good morn dear great amp success day,66
3242,0,pl accept one day beg chang number,63
3243,0,squeeeeez thi christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u,147
3244,0,ok anybodi ask abt u tel p,47
3245,0,funni fact nobodi teach volcano erupt tsunami ari hurrican sway aroundn teach hw choo wife natur disast happen,151
3246,0,gonna ring thi weekend wot,37
3247,0,also track ani lighter find,41
3248,0,sorri help thi,32
3249,0,babe need advic,24
3250,0,leav around four ok,29
3251,0,come medic colleg pm forward da,50
3252,0,k k good go,35
3253,0,make lasagna vodka,38
3254,0,hi kate u give ring asap xxx,41
3255,0,peopl tour thought sofa thing sent curiou sugar,118
3256,0,told go befor got drunk,57
3257,0,fuck chicken messag would late woould buzz hear word,115
3258,1,congratul thank good friend u xma prize claim easi call onli p per minut bt nation rate,156
3259,0,alway look excu citi,51
3260,0,yup still coff wif fren fren drove give lift,82
3261,0,shore takin bu,29
3262,0,u gonna get deu ex,23
3263,0,send email mind lt gt time per night,72
3264,1,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call,173
3265,0,tap spile seven pub ga st broad st canal ok,72
3266,0,ok come n pick u engin,33
3267,0,whi never want tell ani thi whi short edg late,111
3268,0,raviyog periph bhayandar east,34
3269,0,k actual guy meet sunoco howard right way,86
3270,1,new voicemail plea call,50
3271,0,moon ha come color dream star make music sm give warm peac sleep good night,121
3272,0,finish eat got u plate leftov thi time,61
3273,0,thanx lot,14
3274,0,hurri home u big butt hang last caller u food done starv ask cook,120
3275,0,lol right diet everyday cheat anyway meant fatti,78
3276,0,great day beauti one,50
3277,0,happen interview,27
3278,0,solv case man wa found murder lt decim gt lt gt afternoon hi wife call polic polic question everyon wife sir wa sleep murder took place cook wa cook garden wa pick veget hou maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant,444
3279,0,badrith onli chennai sure pick us competit,79
3280,0,tot group mate lucki havent repli wat time need leav,84
3281,0,hey around got enough half ten owe,62
3282,0,hey tmr mayb meet yck,33
3283,0,alrit sam nic checkin thi ur number b,68
3284,0,make easi pay back lt gt yr say pay back earlier get,107
3285,0,worri sure get,37
3286,0,ga station like block away hou drive right sinc armenia end swann take howard,132
3287,1,someon u know ha ask date servic contact cant guess call reveal pobox ls hb p,139
3288,1,camera award sipix digit camera call fromm landlin deliveri within day,105
3289,0,tuition hm go one mind,69
3290,0,smoke peopl use wyli smoke much justifi ruin shit,85
3291,0,dear good morn feel dear,38
3292,0,littl med say take onc everi hour onli pain back took anoth hope die,114
3293,0,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,151
3294,0,dunno lei decid lor abt leona oop tot ben go n msg,80
3295,0,hi move pub would great c u u cud come,80
3296,1,today voda number end select receiv award hava match plea call quot claim code standard rate app,157
3297,1,thi messag free welcom new improv sex dog club unsubscrib thi servic repli stop msg p onli,134
3298,0,honeyb said sweetest world god laugh amp said wait u havnt met person read thi msg moral even god crack joke gm gn ge gn,158
3299,0,ever easier,35
3300,1,rct thnq adrian u text rgd vatian,40
3301,0,stop call everyon say might cancer throat hurt talk answer everyon call get one call babysit monday,165
3302,0,tough,42
3303,0,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin hi contract luv yaxx,153
3304,0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra lt gt true neglet,320
3305,0,hi darlin finish u pick meet text back thi number luv kate xxx,93
3306,0,set place heart mind mind easili forget heart alway rememb wish happi valentin day,148
3307,0,surpri still guess right lor,50
3308,0,oki wan meet bishan co bishan drive today,72
3309,0,oh ho thi first time u use type word,55
3310,0,hi darlin wa work u get troubl ijust talk mum morn realli good time last night im goin soon call u,158
3311,0,know serv mean,54
3312,0,huh hyde park mel ah opp got confu anyway tt e best choic den juz take,113
3313,0,oh gei happend tron mayb ill dl,70
3314,1,free messag activ free text messag repli thi messag word free term condit visit www com,146
3315,0,know girl alway safe selfish know got pa thank good night,77
3316,0,worri hope photo shoot went well spif fun workag,72
3317,0,freez crave ice fml,33
3318,0,kay sinc alreadi,32
3319,0,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,91
3320,0,yo im right yo work,22
3321,0,ok darlin supo wa ok worri much film stuff mate babysit call xx,148
3322,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,145
3323,0,wake sinc check stuff saw true avail space pl call embassi send mail,126
3324,0,nope juz work,28
3325,0,huh fast dat mean u havent finish paint,52
3326,0,number u live,36
3327,0,put parti day week studi lightli think need draw custom checkbox know hardcor,126
3328,0,sac score big hundr set batsman,47
3329,0,send yetti number pl,27
3330,0,much cost approx per month,41
3331,0,ok theori test go book think may coz thought wanna go jiayin isnt free,129
3332,1,contact date servic someon know find call land line pobox w tg p,140
3333,0,fine give call know want ha ani question,83
3334,0,sorri got late start way,41
3335,0,u go back urself lor,28
3336,0,ga station go,34
3337,0,k u bore come home,39
3338,0,babe love cover face kiss,54
3339,0,like made throw smoke friend car one time wa awesom,90
3340,0,still check da,35
3341,0,go walmart stay,34
3342,0,forgotten might coupl buck send tomorrow k love ya,91
3343,0,oh great disturb talk,52
3344,0,rever cheat mathemat,45
3345,0,u welcom caught u use broken english,54
3346,0,problem babi thi good time talk call left messag,77
3347,0,sorri call later,22
3348,0,oh brand,22
3349,0,sorri cant take call right happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn see major person guid right insur,368
3350,0,time come,28
3351,0,call say come today ok tell fool like thi ok,82
3352,0,email yifeng part oredi get fr,55
3353,0,r u sure understand wine good idea slurp,68
3354,0,minimum walk mile day,29
3355,0,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,115
3356,0,brainless babi doll vehicl sariyag drive madok barolla,67
3357,0,run away frm u walk slowli amp kill u care enough stop,96
3358,1,sorri miss call let talk time,78
3359,0,plea attend phone,25
3360,0,onli hate call ani didnt accept even singl call mine even messag,104
3361,0,messag phone hold,44
3362,0,free,18
3363,0,yo trip got postpon still stock,47
3364,0,sorri call later,22
3365,0,wait call sir,31
3366,0,hey repli pa,39
3367,0,hey elain today meet still,40
3368,0,sorri gone place tomorrow realli sorri,69
3369,0,tiim let hug break tear,79
3370,0,tomorrow go theatr come wherev u call tell come tomorrow,117
3371,0,electr went fml,38
3372,0,look like found someth smoke great job,65
3373,0,also andro ice etc etc,23
3374,0,,3
3375,0,good afternon love today hope good mayb interview wake miss babe passion kiss across sea,151
3376,0,yup wun believ wat u realli neva c e msg sent shuhui,58
3377,0,watch resiz,24
3378,0,dear umma call,31
3379,0,finish miss plenti,33
3380,1,complimentari star ibiza holiday cash need urgent collect landlin lose box sk wp ppm,149
3381,0,well meant oppo drunken night befor,54
3382,0,k must book huh go yoga basic sunday,60
3383,1,free msg bill mobil number mistak shortcod plea call charg refund thi call free bt landlin,160
3384,0,ok,9
3385,0,oop mum somerset bit far back tomo see soon x,71
3386,0,u workin overtim nigpun,28
3387,0,kalli dismissi nd test,41
3388,0,guess got screwd,29
3389,1,plea call immedi urgent messag wait,81
3390,0,meet call later,34
3391,0,r u cook dinner,31
3392,0,ok thanx,11
3393,0,bull plan wa go float ikea without care world live mess anoth day,129
3394,0,buy,11
3395,1,urgent mobil number ha award bonu caller prize call land line valid hr onli,126
3396,0,heeh wa funni tho,28
3397,0,onli doe simpl arithmet percentag,47
3398,0,yeah leav hour least sound,59
3399,1,valu custom plea advi follow recent review mob award bonu prize call,152
3400,0,thank honey great day,31
3401,0,amaz quot sometim life difficult decid wrong lie bring smile truth bring tear,143
3402,0,good night dear sleepwel amp take care,44
3403,0,ask dad pick lar wan stay meh,65
3404,0,ju chillaxin,22
3405,0,hey da cool iknow wellda peril studentfin crisi spk u l r,84
3406,0,beauti truth graviti read care heart feel light someon feel veri heavi someon leav goodmorn,160
3407,1,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call,157
3408,0,come hill monster hope great day thing r go fine busi though,120
3409,0,joy father john john joy father u th hav lt gt iq ti ia question tri answer,131
3410,0,onli onc ill obey,40
3411,0,didnt search onlin let know,52
3412,0,need go get,34
3413,0,pic plea send,23
3414,0,remain bro amongst bro,29
3415,0,uhhhhrmm isnt tb test bad sick,48
3416,0,haf enuff space got like mb,38
3417,1,life ha never thi much fun great came made truli special forget enjoy one gbp sm,136
3418,1,want new video phone anytim ani network min inclu video call download per week free deltomorrow call repli,157
3419,1,valu custom plea advi follow recent review mob award bonu prize call,152
3420,1,welcom plea repli age gender begin e g,64
3421,1,freemsg month unlimit free call activ smartcal txt call subscriptn gbp wk unlimit call help stop txt stop landlineonli,160
3422,1,mobil mth updat latest orang camera video phone free save free text weekend call text ye callback orno opt,157
3423,1,new club dont fink met yet b gr c u plea leav msg day wiv ur area repli promi carli x call minmobsmor lkpobox hp fl,160
3424,0,true easier,31
3425,0,sure sinc parent work tuesday realli need cover stori,86
3426,0,haha okay today weekend leh,34
3427,0,hi darlin youphon im athom youwanna chat,58
3428,0,know jack shit anyth say ask someth help want pretend text whatev respon hypotheticalhuagauahahuagahyuhagga,193
3429,0,alway braini one,34
3430,0,yeah get random dude need chang info sheet parti lt gt never studi safe,124
3431,1,camera award sipix digit camera call fromm landlin deliveri within day,106
3432,0,christma occa celebr reflect ur valu desir affect amp tradit ideal christma,152
3433,0,send greet joy happi gr even,65
3434,0,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx,105
3435,0,india win level seri mean thi record,51
3436,0,plan,29
3437,0,good hear,25
3438,0,awesom deal gate charl told last night uh yeah,78
3439,0,time thinkin goin,30
3440,1,get free mobil video player free movi collect text go free extra film order c appli yr onli,139
3441,1,save money wed lingeri www bridal petticoatdream co uk choo superb select nation deliveri brought weddingfriend,153
3442,0,board work fine issu overh also reslov still softwar inst pend come around clock,135
3443,0,ye care cau know,44
3444,0,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk,91
3445,0,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chine food den u prefer,142
3446,0,sit ard noth lor u leh busi w work,49
3447,0,lt gt k oh send home sale,54
3448,0,sorri mail,19
3449,0,ya tell abt tht incid,34
3450,0,ye outsid like hour call whole famili wake cau start,107
3451,0,ugh got outta class,24
3452,0,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblis opt ur book masteriast amplikat fidalf veri champlaxig think atroci wotz ur opinion junna,274
3453,0,dont ani file bag wa work call tell find anyth room,118
3454,0,need lar ju test e phone card dunno network gd thk wait si finish bath bath dun disturb u liao u clean ur room,158
3455,0,ok right later,28
3456,0,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni,127
3457,0,lunch come quickli open door,52
3458,1,heard u call night knicker make beg like u last time xx luv nikiyu net,153
3459,0,back bit long co accid divert via wadebridg brilliant weekend thank speak soon lot love,131
3460,0,k yan jiu liao sat go bugi vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,155
3461,1,bloomberg messag center whi wait appli futur http career bloomberg com,101
3462,0,seek ladi street freak sheet,73
3463,0,phone,8
3464,0,haha figur well found piec priscilla bowl,57
3465,0,actual fuck whatev find excu tampa point befor januari though,106
3466,1,urgent tri contact u today draw show prize guarant call land line claim valid hr onli,156
3467,0,yay final lol miss cinema trip last week,56
3468,0,day work day except saturday sunday,49
3469,0,aathi dear,27
3470,0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,176
3471,0,think wait bu inform get ever get,92
3472,0,get back ani time soon,31
3473,0,thing quick question,38
3474,0,night ha end anoth day morn ha come special way may smile like sunni ray leav worri blue blue bay gud mrng,156
3475,0,probabl come everybodi done around lt gt right,66
3476,0,got befor new year co yetund said want surpri didnt see money return mid januari befor lt gt day return period end,180
3477,0,ask around lot term mid,63
3478,0,sure check yahoo email sent photo yesterday,59
3479,0,wa look,25
3480,0,wherr boytoy,24
3481,1,want new video phone anytim ani network min text onli five pound per week call repli deliveri tomorrow,148
3482,0,hello love goe day wish well fine babe hope find job prospect miss boytoy tea kiss,149
3483,0,tell bad charact u dnt lik tri chang lt gt add tat new year resolut wait ur repli frank good morn,165
3484,0,got rumour go buy apart chennai,63
3485,0,yeah probabl earlier,32
3486,0,chang window logoff sound,29
3487,0,still check da,35
3488,0,also came room,22
3489,0,huh got lesson lei n wa thinkin go sch earlier n tot parkin kent vale,105
3490,0,ok,3
3491,0,reach offic around lt decim gt amp mobil problem cann get voic call asa free,126
3492,0,cool text head,31
3493,1,contact date servic someon know find call land line pobox w tg p,140
3494,1,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text,161
3495,0,happi birthday may u find ur princ charm soon n dun work hard,75
3496,0,oh grand bit parti mention ani cover charg probabl first come first serv,121
3497,0,said befor went back bed sleep anyth,75
3498,0,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,95
3499,1,dorothi kiefer com bank granit issu strong buy explo pick member nasdaq symbol cdgt per,156
3500,0,say lt gt year old man money last lt gt still wait check,114
3501,0,come ur home,26
3502,0,free ani day finish mon n thur,48
3503,0,food,25
3504,0,life mone eppolum oru pole allalo,38
3505,0,nite,7
3506,0,two fundament cool life walk,36
3507,0,camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week,189
3508,0,hi petey noi ok want chat coz avent spoken u long time hope ur doin alrit good nit js love ya x,125
3509,0,saw ron burgundi captain parti boat yeah,55
3510,0,seriou money base,38
3511,0,alreadi one guy love,29
3512,0,staff placement train amrita colleg,46
3513,0,alway chat fact need money rai,62
3514,0,job profil seem like bpo,32
3515,0,well wa give co said one nighter persev found one veri cheap apolog advanc somewh sleep isnt,194
3516,0,think actual talk call hi boss morn went thi place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc,287
3517,0,go app class,37
3518,0,hang brother hi famili,42
3519,0,reach onli tell dont know,70
3520,0,hey go quit soon xuhui work till end month,77
3521,0,im sorri bout last nite ur fault wa spou wa pmt sumthin u give think u shldxxxx,115
3522,0,tri neva mate,15
3523,0,yeah pretti much best case scenario,49
3524,0,free today haf pick parent tonit,53
3525,0,hey babe far spun spk da mo dead da wrld sleep da sofa day,92
3526,0,send naughti pix,33
3527,1,winner guarant caller prize thi final attempt contact claim call ppmpobox bhamb xe,149
3528,1,xma new year eve ticket sale club dure day till pm thur fri sat night thi week sell fast,157
3529,0,tyler get th ha leav long get like hour,87
3530,0,prepar pound everi night,36
3531,0,actual mobil full msg work onlin need send lt gt sent msg wil explain u later,134
3532,0,sorri call later,22
3533,0,good even,26
3534,0,home plea call,24
3535,0,oic co n si got lunch today dad went dunno whether eat sch wat,97
3536,0,mmmmm wa sooooo good wake word thi morn love mmmm fuck love lion devour kiss across sea,153
3537,0,plea inform applic airtel broadband process success instal happen within day,139
3538,0,happen dear whi silent ten,45
3539,0,get unless guy want come time sooner,69
3540,0,cough noth,40
3541,0,come lt n pass lar,30
3542,0,e person e sm survey,40
3543,0,lol ok ill tri send warn sprint dead slow prolli get tomorrow,84
3544,0,thank meet monday,25
3545,0,th gower mate r u man good wale ill b back morrow c u thi wk wa msg random,140
3546,1,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel,152
3547,0,singl line big mean miss anyth ur best life,73
3548,0,got like lt gt get later though get whatev feel like,85
3549,0,dad want talk apart got late start omw,69
3550,0,love,23
3551,0,lol u still feel sick,25
3552,0,din tell u ju,24
3553,0,eye philosophi,30
3554,1,next month get upto call ur standard network charg activ call c wire net st term pobox uz cost min mobcudb,161
3555,0,ok lor town lei,28
3556,0,alreadi sabarish ask go,43
3557,0,da vijay go talk jaya tv,39
3558,1,urgent tri contact u today draw show prize guarant call land line claim j po box c pm,156
3559,0,lol know hey someon great inperson flea forum love,83
3560,1,text banneduk see cost p textop g ga xxx,68
3561,0,still chanc search hard get let tri,73
3562,1,auction round highest bid next maximum bid bid send bid e g bid good luck,130
3563,0,alway celebr ny famili,47
3564,0,know taj mahal symbol love lesser known fact mumtaz wa shahjahan th wife hi wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question ari hell love great hari,322
3565,0,ok come home vl nice meet v chat,59
3566,1,collect valentin weekend pari inc flight hotel prize guarant text pari www rtf sphost com,133
3567,0,sent de webadr gete salari slip,42
3568,0,fine send greet,31
3569,1,custom loyalti offer new nokia mobil onli txtauction txt word start get ctxt tc p mtmsg,144
3570,0,dint touch,30
3571,0,yup leav right back soon,36
3572,1,believ true incr txt repli g learn truli amaz thing blow mind fwd onli p txt,149
3573,0,yeah sure leav min,29
3574,0,ani one teach ship car,59
3575,0,sign matur start say big thing actual start understand small thing nice even bslvyl,154
3576,0,yeah confirm stay weekend,47
3577,0,said dun haf passport smth like dat juz send email account,87
3578,0,multipli number independ count decim point divi push decim place like show,126
3579,0,love night wake see thi messag hope smile know great morn,128
3580,0,ard lor,12
3581,0,right meanwhil project twin comin,53
3582,0,sent maga money yesterday oh,41
3583,1,hi ibh custom loyalti offer new nokia mobil onli txtauction txt word start get,142
3584,0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,176
3585,1,hot n horni live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end,155
3586,0,ride equal unev mani peski cyclist around time night,99
3587,0,free give otherwi nalla adi entey nattil kittum,72
3588,0,sent wife text buy tell relax go get thi wkend,123
3589,0,escap theatr go watch kavalan minut,69
3590,0,much would cost hire hitman,39
3591,0,anyth lor,17
3592,0,sorri call later,22
3593,1,want new nokia colour phone deliv tomorrow free minut ani mobil free text free camcord repli call,157
3594,0,huh cant go ur hou empti hand right,48
3595,0,good morn princess happi new year,38
3596,1,congratul winner august prize draw call prize code,114
3597,0,aight head,30
3598,0,wat r u busi wif work,38
3599,0,know mood today,25
3600,0,jay told alreadi,28
3601,0,cp cau outag conserv energi,46
3602,0,sure wa check wa happen around area,72
3603,0,hey morn come ask pa,41
3604,0,jordan got vote last nite,31
3605,0,mean got epi fine,59
3606,0,idea,28
3607,0,pl come quick cant bare thi,30
3608,0,joy father john john joy father u th hav lt gt iq ti ia question tri answer,131
3609,0,call unabl cal let meet bhaskar deep,55
3610,0,meet librari,32
3611,0,k roommat also want dubsack anoth friend may also want plan bring extra tell know sure,138
3612,0,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect,125
3613,0,ok c,13
3614,0,enjoy watch play footbal basketb anyth outdoor,81
3615,0,plea ask macho hi price rang doe want someth new use plu onli interfu blackberri bold lt gt ani bb,155
3616,0,sorri sent blank msg yup tri seriou studi,74
3617,0,hey check da list da,34
3618,1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,166
3619,0,meant apolog text get drug lt gt night,84
3620,0,mean februari april get place stay hustl back forth dure audit season sinc sister move away harlem,190
3621,0,goin workout lor muz lose e fat,42
3622,0,damn poor zac stand chanc,37
3623,0,messag responc happend,38
3624,0,want tel u one thing u mistak k thi messag sent,87
3625,0,yeah right bring tape measur fri,43
3626,0,still chanc search hard get let tri,73
3627,0,meet u work tel shall work tomorrow,65
3628,0,head straight,36
3629,1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx,156
3630,0,thank princess sexi,38
3631,0,oooh got plenti,27
3632,0,hui xin da lib,21
3633,0,big differ lt gt versu lt gt everi lt gt hr,73
3634,0,make cri stuff happen top everyth el push edg underdtand often cri sorri sorri life,191
3635,0,babe feel let get tri cheer fit soo muchxxlov u locaxx,104
3636,0,know hook mean right,34
3637,1,custom servic announc recent tri make deliveri unabl plea call schedul ref,152
3638,0,wat da model num ur phone,31
3639,0,realli skateboard despit fact get thrown wind bandag shit hi arm everi five minut,154
3640,1,stop club tone repli stop mix see tone com enjoy html term club tone cost gbp week mfl,128
3641,0,hou e sky quit dark liao rain got excu run alreadi rite hee,98
3642,0,sorri left phone upstair ok might hectic would bird one fell swoop date,107
3643,0,thought see,27
3644,1,wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog nyt ec lp msg,155
3645,0,carlo say pick later yeah set,59
3646,0,hey babe friend cancel still visit,57
3647,0,per request maangalyam alaipayuth ha set callertun caller press copi friend callertun,136
3648,0,hmm ill think ok forgiven,56
3649,0,hope get away langport still town tonight,77
3650,0,want send virtual hug need one,44
3651,0,probabl still go stuff,46
3652,0,ha issu right ill fix tomorrow,53
3653,0,whi come peopl,32
3654,0,senthil group compani apnt pm,31
3655,0,oh realli make air talent,55
3656,0,studi free next weekend,40
3657,0,r u yet wear blue shirt n black pant,51
3658,0,wait come lt gt min,39
3659,0,reach ur home lt gt minut,43
3660,0,well great weekend,35
3661,0,langport sorri probabl bed pm suck ill xma go sri lanka,133
3662,0,frnd juz word mere relationship silent promi say wherevr whenevr forevr gudnyt dear,160
3663,0,huh also cannot onli mani mistak,48
3664,0,ha u ju ate honey ar sweet,37
3665,0,turn phone mom tell everyon cancer sister stop call hurt talk put see u u get home love u,169
3666,0,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym,135
3667,0,thank love rock,33
3668,0,yeah imma come cau jay want drug,52
3669,0,ok thanx take care,29
3670,0,yup thk u oso bore wat,29
3671,0,came look flat seem ok hi away alot wiv work got woman come,103
3672,0,moji inform save live thank,55
3673,1,nokia thi get win free auction take part send nokia hg suit land row w jhl,150
3674,0,thi class,24
3675,0,hey r still onlin finish format,54
3676,0,great attract brotha,43
3677,1,promot number ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,177
3678,0,stupid possibl,23
3679,0,cant pick phone right pl send messag,51
3680,0,lol happen vega stay vega,40
3681,0,hello hello hi lou sorri took long repli left mobil friend lancast got bak neway im sorri make ur b day hun,155
3682,0,use soc use onli home dunno type word ar,83
3683,0,dad say hurri hell,26
3684,0,wake lt gt morn,38
3685,0,get class bsn like lt gt minut know advi,82
3686,0,great shoot big load get readi,38
3687,0,meet lobbi,26
3688,0,still come tonight,25
3689,0,happen dear tell,24
3690,0,sir wait call onc free plea call,58
3691,0,ani movi laptop,46
3692,0,wa text finish long time ago shower er ything,90
3693,0,ok im sure time finish tomorrow wanna spend even co would vewi vewi lubli love xxx,128
3694,0,hello per request lt gt rs ha transfer,70
3695,0,tirupur call da,30
3696,1,winner special select receiv cash award speak live oper claim call pm cost p,157
3697,0,luck catch put,44
3698,0,noe specifi da domain nusstu still sch,69
3699,0,oh ask fun haha take care,42
3700,0,shall get pouch,21
3701,0,hey loverboy love tell look pictur ach feel leg fuck want need crave,158
3702,0,boy sweet word left thi morn sigh goe day love start studi,127
3703,0,kent vale lor wait ar,39
3704,0,ok veri good make money,47
3705,0,read gud habit nan bari hudgi yorg pataistha ertini kano,65
3706,0,aight still want get money,36
3707,1,free top rington sub weekli rington get st week free send subpoli per week stop sm,114
3708,0,ok ok ok ur today plan,36
3709,0,town thi v import,37
3710,0,sorri pa dont knw ru pa,31
3711,0,wat u,18
3712,0,meet rite go home lor dun feel like comin ok,86
